model,legacy_field,source_kind,formal_field,resolution,destructive_business_data_change,status
payment.request,p1_visible_3759fcfc297a,RESIDUAL_DATABASE_VIEW,payment_account_no_display;payment_account_no;partner_bank_account,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
payment.request,p1_visible_3e5fd432c9df,RESIDUAL_DATABASE_VIEW,payment_account_no,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
payment.request,p1_visible_3e7255522b33,RESIDUAL_DATABASE_VIEW,project_name_display;project_id,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
payment.request,p1_visible_48a64eb40c71,RESIDUAL_DATABASE_VIEW,payee_bank_name_display;payment_bank_name;partner_bank_name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
payment.request,p1_visible_63c5facb9f66,RESIDUAL_DATABASE_VIEW,cost_type_display;cost_category_name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
payment.request,p1_visible_6cf6e39bece9,RESIDUAL_DATABASE_VIEW,amount_uppercase_display;accepted_amount_uppercase;amount_uppercase,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
payment.request,p1_visible_71e47f617269,RESIDUAL_DATABASE_VIEW,creator_name;source_created_by,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
payment.request,p1_visible_880ab989a872,RESIDUAL_DATABASE_VIEW,source_created_by;creator_name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
payment.request,p1_visible_8fa8662ad38f,RESIDUAL_DATABASE_VIEW,name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
payment.request,p1_visible_901384917949,RESIDUAL_DATABASE_VIEW,payee_account_no_display;payment_account_no;partner_bank_account,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
payment.request,p1_visible_9469a2ad32f8,RESIDUAL_DATABASE_VIEW,actual_paid_amount_display;paid_amount_total;amount,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
payment.request,p1_visible_99f6fe6c41ad,RESIDUAL_DATABASE_VIEW,attachment_ids;message_attachment_count,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
payment.request,p1_visible_a103d7cee046,RESIDUAL_DATABASE_VIEW,payee_account_name_display;payment_account_name;partner_account_name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
payment.request,p1_visible_ae1abe750af6,RESIDUAL_DATABASE_VIEW,settlement_amount_payable;settlement_remaining_amount,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
payment.request,p1_visible_bb7c7aeff3e4,RESIDUAL_DATABASE_VIEW,partner_id,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
payment.request,p1_visible_c00fc55a25b8,RESIDUAL_DATABASE_VIEW,request_amount_display;amount,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
payment.request,p1_visible_c6b9a8cfdb21,RESIDUAL_DATABASE_VIEW,receipt_type;type,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
payment.request,p1_visible_ccfa1326c88f,RESIDUAL_DATABASE_VIEW,payee_unit_display;partner_id,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
payment.request,p1_visible_dfc25d77dc39,RESIDUAL_DATABASE_VIEW,source_created_at;created_time,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
payment.request,p1_visible_e0361480e3a5,RESIDUAL_DATABASE_VIEW,note_display;note,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
payment.request,p1_visible_ee6a4d9e2956,RESIDUAL_DATABASE_VIEW,source_created_by;creator_name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.business.entity,p1_visible_06fa8c6f628f,RESIDUAL_DATABASE_VIEW,document_state_text;mapping_state,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.business.entity,p1_visible_0b959af0bd69,RESIDUAL_DATABASE_VIEW,bank_account_no,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.business.entity,p1_visible_0d083785a541,RESIDUAL_DATABASE_VIEW,social_credit_code,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.business.entity,p1_visible_0faf3e63f1f4,RESIDUAL_DATABASE_VIEW,cooperation_type,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.business.entity,p1_visible_25b047589d9e,RESIDUAL_DATABASE_VIEW,bank_name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.business.entity,p1_visible_3e0225610e0b,RESIDUAL_DATABASE_VIEW,name;partner_id,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.business.entity,p1_visible_3e7255522b33,RESIDUAL_DATABASE_VIEW,project_name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.business.entity,p1_visible_53178a0b4360,RESIDUAL_DATABASE_VIEW,receipt_amount,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.business.entity,p1_visible_7b434f7160f0,RESIDUAL_DATABASE_VIEW,bank_account_holder,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.business.entity,p1_visible_901384917949,RESIDUAL_DATABASE_VIEW,bank_account_no,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.business.entity,p1_visible_cf4210e06be7,RESIDUAL_DATABASE_VIEW,name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.business.entity,p1_visible_d890d302f7f7,RESIDUAL_DATABASE_VIEW,payment_amount,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.business.entity,p1_visible_dfc25d77dc39,RESIDUAL_DATABASE_VIEW,entry_time;source_created_at,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.business.entity,p1_visible_ecaf440fd399,RESIDUAL_DATABASE_VIEW,bank_account_no,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.business.entity,p1_visible_ee6a4d9e2956,RESIDUAL_DATABASE_VIEW,entry_user_name;source_created_by,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.business.entity,p1_visible_f22832ce4781,RESIDUAL_DATABASE_VIEW,push_result,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.business.entity,p1_visible_ff13e7689bd2,RESIDUAL_DATABASE_VIEW,main_tax_rate,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.construction.diary,p1_visible_06fa8c6f628f,RESIDUAL_DATABASE_VIEW,state,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.construction.diary,p1_visible_364d38fc2b37,RESIDUAL_DATABASE_VIEW,weather,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.construction.diary,p1_visible_3e7255522b33,RESIDUAL_DATABASE_VIEW,project_id,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.construction.diary,p1_visible_73bf794d61b3,RESIDUAL_DATABASE_VIEW,attendance_equipment,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.construction.diary,p1_visible_853e6ba25fc5,RESIDUAL_DATABASE_VIEW,weather,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.construction.diary,p1_visible_8fa8662ad38f,RESIDUAL_DATABASE_VIEW,document_no;name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.construction.diary,p1_visible_99f6fe6c41ad,RESIDUAL_DATABASE_VIEW,attachment_ids;message_attachment_count,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.construction.diary,p1_visible_ae8c5d45f392,RESIDUAL_DATABASE_VIEW,description,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.construction.diary,p1_visible_b18125817eb9,RESIDUAL_DATABASE_VIEW,handler_name;project_manager,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.construction.diary,p1_visible_b6fed9af8313,RESIDUAL_DATABASE_VIEW,date_diary;report_period_start,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.construction.diary,p1_visible_bd3c202b3612,RESIDUAL_DATABASE_VIEW,description;header_description,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.construction.diary,p1_visible_c27cdbf90458,RESIDUAL_DATABASE_VIEW,manpower_count,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.construction.diary,p1_visible_d3bea9efb1b9,RESIDUAL_DATABASE_VIEW,weather,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.construction.diary,p1_visible_df39195d3c5c,RESIDUAL_DATABASE_VIEW,quality_name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.construction.diary,p1_visible_dfc25d77dc39,RESIDUAL_DATABASE_VIEW,source_created_at,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.construction.diary,p1_visible_e0361480e3a5,RESIDUAL_DATABASE_VIEW,note;description,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.construction.diary,p1_visible_ee6a4d9e2956,RESIDUAL_DATABASE_VIEW,source_created_by;handler_name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.construction.diary,p1_visible_f11e4f6f4dbe,RESIDUAL_DATABASE_VIEW,handler_name;source_created_by,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_000378f72584,RESIDUAL_DATABASE_VIEW,borrow_department_name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_06fa8c6f628f,RESIDUAL_DATABASE_VIEW,state,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_0791e483b4d2,RESIDUAL_DATABASE_VIEW,document_admin_description_display,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_0f851fd0b341,RESIDUAL_DATABASE_VIEW,review_time,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_175a9b118cfb,RESIDUAL_DATABASE_VIEW,return_request_date,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_17a5ebcb2d04,RESIDUAL_DATABASE_VIEW,document_title;certificate_name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_1a3669b6d0b3,RESIDUAL_DATABASE_VIEW,actual_return_date,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_222460c095e3,RESIDUAL_DATABASE_VIEW,valid_until,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_28507194f2ef,RESIDUAL_DATABASE_VIEW,returned_flag,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_2c346345746e,RESIDUAL_DATABASE_VIEW,application_date;create_date,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_30187403acc2,RESIDUAL_DATABASE_VIEW,borrow_date,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_3e7255522b33,RESIDUAL_DATABASE_VIEW,borrow_project_name;project_id,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_5b4aca8845f1,RESIDUAL_DATABASE_VIEW,return_apply_time,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_60beedc8f22b,RESIDUAL_DATABASE_VIEW,borrower_contact,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_6f9a8c4e1834,RESIDUAL_DATABASE_VIEW,modify_note,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_7200f83d9ede,RESIDUAL_DATABASE_VIEW,modifier_name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_809c55b63d56,RESIDUAL_DATABASE_VIEW,review_opinion,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_845e1a2e43a8,RESIDUAL_DATABASE_VIEW,holder_name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_8fa8662ad38f,RESIDUAL_DATABASE_VIEW,name;document_no,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_8fdc4ab6f3dc,RESIDUAL_DATABASE_VIEW,document_admin_type_display,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_9719894bb9d8,RESIDUAL_DATABASE_VIEW,reviewer_name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_974d383f3698,RESIDUAL_DATABASE_VIEW,responsible_person,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_98b7a911018e,RESIDUAL_DATABASE_VIEW,certificate_name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_99f6fe6c41ad,RESIDUAL_DATABASE_VIEW,attachment_ids;message_attachment_count,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_9f42dac67ed9,RESIDUAL_DATABASE_VIEW,certificate_no,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_a7e811434780,RESIDUAL_DATABASE_VIEW,borrow_form,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_dfc25d77dc39,RESIDUAL_DATABASE_VIEW,source_created_at,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_e001fb68d7f2,RESIDUAL_DATABASE_VIEW,borrow_project_name;project_id,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_e0361480e3a5,RESIDUAL_DATABASE_VIEW,description,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_edb1f6f12f51,RESIDUAL_DATABASE_VIEW,return_confirm_time,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_ee6a4d9e2956,RESIDUAL_DATABASE_VIEW,source_created_by;requester_id,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_f1ec63ea5126,RESIDUAL_DATABASE_VIEW,modified_at,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.document.admin.document,p1_visible_fb2f8cfd18bf,RESIDUAL_DATABASE_VIEW,borrower_name;borrow_user_id,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.equipment.request,p1_visible_06fa8c6f628f,RESIDUAL_DATABASE_VIEW,state,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.equipment.request,p1_visible_17b341733b7b,RESIDUAL_DATABASE_VIEW,name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.equipment.request,p1_visible_294e7015ec01,RESIDUAL_DATABASE_VIEW,vat_type_text,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.equipment.request,p1_visible_37d56ad493cf,RESIDUAL_DATABASE_VIEW,tax_rate_text,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.equipment.request,p1_visible_3b652b9864d4,RESIDUAL_DATABASE_VIEW,invoice_amount,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.equipment.request,p1_visible_3e7255522b33,RESIDUAL_DATABASE_VIEW,project_id,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.equipment.request,p1_visible_3ec01dd569e2,RESIDUAL_DATABASE_VIEW,name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.equipment.request,p1_visible_462c614de6c7,RESIDUAL_DATABASE_VIEW,uninvoiced_amount,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.equipment.request,p1_visible_824168a11b21,RESIDUAL_DATABASE_VIEW,amount_total,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.equipment.request,p1_visible_8818fa7c0bc6,RESIDUAL_DATABASE_VIEW,requester_id;source_created_by,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.equipment.request,p1_visible_8fa8662ad38f,RESIDUAL_DATABASE_VIEW,name,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.equipment.request,p1_visible_99f6fe6c41ad,RESIDUAL_DATABASE_VIEW,message_attachment_count,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.equipment.request,p1_visible_a22ecb7fab2f,RESIDUAL_DATABASE_VIEW,unpaid_amount,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.equipment.request,p1_visible_a2cf2d1a84c3,RESIDUAL_DATABASE_VIEW,supplier_id,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.equipment.request,p1_visible_c2bdcf08e8a5,RESIDUAL_DATABASE_VIEW,quantity_total,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.equipment.request,p1_visible_c88947435308,RESIDUAL_DATABASE_VIEW,request_date,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.equipment.request,p1_visible_d1d932d7d9f5,RESIDUAL_DATABASE_VIEW,note;line_ids,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.equipment.request,p1_visible_d3ebd50d724b,RESIDUAL_DATABASE_VIEW,paid_amount,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.equipment.request,p1_visible_dfc25d77dc39,RESIDUAL_DATABASE_VIEW,request_date;source_created_at,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
sc.equipment.request,p1_visible_e0361480e3a5,RESIDUAL_DATABASE_VIEW,note,REMOVE_VIEW_REFERENCE_DURING_PRODUCT_UPGRADE,false,MIGRATION_17.0.0.76
