model,legacy_field,formal_field,formal_field_type,currency_field,view_id,view_type,source_location,product_route,role_context,usage_kind,display_usage,search_usage,sort_usage,filter_usage,group_usage,export_usage,readonly_editable,legacy_value_source,formal_value_source,current_resolution,proposed_resolution,runtime_reachable,risk,verification_case,status,evidence
construction.contract,p1_visible_dfc25d77dc39,source_created_at,char,,,product runtime,addons/smart_construction_core/models/support/p1_daily_business_visible_alias_fields.py:832-853,,,FORMAL_PRODUCT_REFERENCE,true,true,true,true,false,true,readonly_nonstored,source_created_at;created_time,source_created_at,A_MAPPED_TO_FORMAL_PRODUCT_FIELD,MAP_TO_EXISTING_FORMAL_FIELD,true,HIGH_GLOBAL_DEFINITION,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.p1_visible_dfc25d77dc39;global_ir_model_fields;dynamic_get_view_injection;formal_runtime_field_resolved;literal_view_reference
construction.contract,p1_visible_ee6a4d9e2956,source_created_by,char,,,product runtime,addons/smart_construction_core/models/support/p1_daily_business_visible_alias_fields.py:832-853,,,FORMAL_PRODUCT_REFERENCE,true,true,true,true,false,true,readonly_nonstored,source_created_by;creator_name;requester_id;owner_id;handler_name,source_created_by,A_MAPPED_TO_FORMAL_PRODUCT_FIELD,MAP_TO_EXISTING_FORMAL_FIELD,true,HIGH_GLOBAL_DEFINITION,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.p1_visible_ee6a4d9e2956;global_ir_model_fields;dynamic_get_view_injection;formal_runtime_field_resolved;literal_view_reference
construction.contract,p1_visible_fadf1135d6a4,partner_id,char,,,product runtime,addons/smart_construction_core/models/support/p1_daily_business_visible_alias_fields.py:832-853,,,FORMAL_PRODUCT_REFERENCE,true,true,true,true,false,true,readonly_nonstored,partner_id,partner_id,A_MAPPED_TO_FORMAL_PRODUCT_FIELD,MAP_TO_EXISTING_FORMAL_FIELD,true,HIGH_GLOBAL_DEFINITION,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.p1_visible_fadf1135d6a4;global_ir_model_fields;dynamic_get_view_injection;formal_runtime_field_resolved;literal_view_reference
construction.contract.expense,p1_visible_06fa8c6f628f,,,,,product runtime,addons/smart_construction_core/core_extension.py;addons/smart_construction_core/views/support/p1_daily_business_visible_alias_views.xml;addons/smart_core/tests/test_action_dispatcher_server_mapping.py;scripts/ops/partner_payment_visible_contract_sync.py;scripts/ops/engineering_progress_income_visible_contract_sync.py;scripts/ops/output_invoice_registration_visible_contract_sync.py;scripts/ops/direct_general_contract_input_tax_to_output_invoice_registration_sync.py,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_06fa8c6f628f;global_ir_model_fields
construction.contract.expense,p1_visible_0965a7d1e74c,,,,,product runtime,,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_0965a7d1e74c;global_ir_model_fields
construction.contract.expense,p1_visible_0cf26c325f34,,,,,product runtime,,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_0cf26c325f34;global_ir_model_fields
construction.contract.expense,p1_visible_17b341733b7b,,,,,product runtime,addons/smart_construction_core/views/support/p1_daily_business_visible_alias_views.xml;scripts/ops/output_invoice_application_visible_contract_sync.py,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_17b341733b7b;global_ir_model_fields
construction.contract.expense,p1_visible_202b429f79ca,,,,,product runtime,,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_202b429f79ca;global_ir_model_fields
construction.contract.expense,p1_visible_2585b4ab16bd,,,,,product runtime,,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_2585b4ab16bd;global_ir_model_fields
construction.contract.expense,p1_visible_3e7255522b33,,,,,product runtime,addons/smart_construction_core/core_extension.py;addons/smart_construction_core/views/support/p1_daily_business_visible_alias_views.xml;addons/smart_core/tests/test_ui_contract_v2_boundaries.py;addons/smart_core/tests/test_action_dispatcher_server_mapping.py;scripts/ops/output_invoice_application_visible_contract_sync.py;scripts/ops/engineering_progress_income_visible_contract_sync.py;scripts/ops/output_invoice_registration_visible_contract_sync.py;scripts/ops/direct_general_contract_input_tax_to_output_invoice_registration_sync.py,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_3e7255522b33;global_ir_model_fields
construction.contract.expense,p1_visible_3ec01dd569e2,,,,,product runtime,addons/smart_construction_core/views/support/p1_daily_business_visible_alias_views.xml,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_3ec01dd569e2;global_ir_model_fields
construction.contract.expense,p1_visible_5839c15a34a4,,,,,product runtime,,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_5839c15a34a4;global_ir_model_fields
construction.contract.expense,p1_visible_58a2eb3301c1,,,,,product runtime,,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_58a2eb3301c1;global_ir_model_fields
construction.contract.expense,p1_visible_75b438b16f10,,,,,product runtime,,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_75b438b16f10;global_ir_model_fields
construction.contract.expense,p1_visible_75e856a13c7c,,,,,product runtime,addons/smart_construction_core/views/support/p1_daily_business_visible_alias_views.xml,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_75e856a13c7c;global_ir_model_fields
construction.contract.expense,p1_visible_7b9f4bb3e3ea,,,,,product runtime,,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_7b9f4bb3e3ea;global_ir_model_fields
construction.contract.expense,p1_visible_8fa8662ad38f,,,,,product runtime,addons/smart_construction_core/core_extension.py;addons/smart_construction_core/views/support/p1_daily_business_visible_alias_views.xml;addons/smart_core/tests/test_ui_contract_v2_boundaries.py;addons/smart_core/tests/test_action_dispatcher_server_mapping.py;scripts/ops/partner_payment_visible_contract_sync.py;scripts/ops/output_invoice_application_visible_contract_sync.py;scripts/ops/engineering_progress_income_visible_contract_sync.py;scripts/ops/output_invoice_registration_visible_contract_sync.py;scripts/ops/direct_general_contract_input_tax_to_output_invoice_registration_sync.py,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_8fa8662ad38f;global_ir_model_fields
construction.contract.expense,p1_visible_99f6fe6c41ad,,,,,product runtime,addons/smart_construction_core/views/support/p1_daily_business_visible_alias_views.xml;scripts/ops/partner_payment_visible_contract_sync.py;scripts/ops/output_invoice_application_visible_contract_sync.py;scripts/ops/engineering_progress_income_visible_contract_sync.py;scripts/ops/output_invoice_registration_visible_contract_sync.py;scripts/ops/direct_general_contract_input_tax_to_output_invoice_registration_sync.py,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_99f6fe6c41ad;global_ir_model_fields
construction.contract.expense,p1_visible_affba7961481,,,,,product runtime,,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_affba7961481;global_ir_model_fields
construction.contract.expense,p1_visible_bf0c9e684289,,,,,product runtime,,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_bf0c9e684289;global_ir_model_fields
construction.contract.expense,p1_visible_da9d3c637407,,,,,product runtime,,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_da9d3c637407;global_ir_model_fields
construction.contract.expense,p1_visible_dfc25d77dc39,,,,,product runtime,addons/smart_construction_core/core_extension.py;addons/smart_construction_core/views/support/p1_daily_business_visible_alias_views.xml;addons/smart_core/tests/test_action_dispatcher_server_mapping.py;scripts/ops/output_invoice_application_visible_contract_sync.py;scripts/ops/engineering_progress_income_visible_contract_sync.py;scripts/ops/output_invoice_registration_visible_contract_sync.py;scripts/ops/direct_general_contract_input_tax_to_output_invoice_registration_sync.py,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_dfc25d77dc39;global_ir_model_fields
construction.contract.expense,p1_visible_ee6a4d9e2956,,,,,product runtime,addons/smart_construction_core/core_extension.py;addons/smart_construction_core/views/support/p1_daily_business_visible_alias_views.xml;scripts/ops/output_invoice_application_visible_contract_sync.py;scripts/ops/engineering_progress_income_visible_contract_sync.py;scripts/ops/output_invoice_registration_visible_contract_sync.py;scripts/ops/direct_general_contract_input_tax_to_output_invoice_registration_sync.py,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_ee6a4d9e2956;global_ir_model_fields
construction.contract.expense,p1_visible_fadf1135d6a4,,,,,product runtime,,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.expense.p1_visible_fadf1135d6a4;global_ir_model_fields
construction.contract.income,p1_visible_06fa8c6f628f,,,,,product runtime,addons/smart_construction_core/core_extension.py;addons/smart_construction_core/views/support/p1_daily_business_visible_alias_views.xml;addons/smart_core/tests/test_action_dispatcher_server_mapping.py;scripts/ops/partner_payment_visible_contract_sync.py;scripts/ops/engineering_progress_income_visible_contract_sync.py;scripts/ops/output_invoice_registration_visible_contract_sync.py;scripts/ops/direct_general_contract_input_tax_to_output_invoice_registration_sync.py,,,METADATA_ONLY,false,false,false,false,false,false,readonly_nonstored,,,E_STALE_ALIAS_CANDIDATE_DEPRECATION,UNPUBLISH_FROM_PRODUCT_UI,false,HIGH_STALE_GLOBAL_METADATA,FORMAL_CONTRACT_ALIAS_COUNT_ZERO,REMOVED_FROM_PRODUCT_PUBLICATION,runtime:construction.contract.income.p1_visible_06fa8c6f628f;global_ir_model_fields
