path,module,record_or_resource,classification,allowed_environment,install_trigger,idempotent,uninstall_policy,customer_specific,contains_personal_data,decision
addons/smart_construction_core/data/material_outbound_tier_actions.xml,smart_construction_core,material_outbound_tier_actions,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/material_plan_tier_actions.xml,smart_construction_core,material_plan_tier_actions,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/menu_config_runtime_params.xml,smart_construction_core,menu_config_runtime_params,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/office_admin_form_productization_contract.xml,smart_construction_core,office_admin_form_productization_contract,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/p1_daily_business_form_orchestration_contract_data.xml,smart_construction_core,p1_daily_business_form_orchestration_contract_data,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/payment_execution_actual_outflow_form_productization_contract.xml,smart_construction_core,payment_execution_actual_outflow_form_productization_contract,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/payment_request_form_productization_contract.xml,smart_construction_core,payment_request_form_productization_contract,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/payment_request_tier_actions.xml,smart_construction_core,payment_request_tier_actions,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/product_policy_menu_sync.xml,smart_construction_core,product_policy_menu_sync,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/project_dictionary_data.xml,smart_construction_core,project_dictionary_data,PRODUCT_REFERENCE_SEED,"production,demo,acceptance,customer",module_manifest_data,required,preserve_user_modified_reference_values,false,false,KEEP_AS_DOCUMENTED_PRODUCT_REFERENCE_BASELINE
addons/smart_construction_core/data/project_next_action_rules.xml,smart_construction_core,project_next_action_rules,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/project_stage_data.xml,smart_construction_core,project_stage_data,PRODUCT_REFERENCE_SEED,"production,demo,acceptance,customer",module_manifest_data,required,preserve_user_modified_reference_values,false,false,KEEP_AS_DOCUMENTED_PRODUCT_REFERENCE_BASELINE
addons/smart_construction_core/data/project_stage_requirement_items.xml,smart_construction_core,project_stage_requirement_items,PRODUCT_REFERENCE_SEED,"production,demo,acceptance,customer",module_manifest_data,required,preserve_user_modified_reference_values,false,false,KEEP_AS_DOCUMENTED_PRODUCT_REFERENCE_BASELINE
addons/smart_construction_core/data/purchase_order_form_productization_contract.xml,smart_construction_core,purchase_order_form_productization_contract,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/purchase_order_tier_actions.xml,smart_construction_core,purchase_order_tier_actions,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/receipt_income_form_productization_contract.xml,smart_construction_core,receipt_income_form_productization_contract,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/remaining_p2_form_productization_contract.xml,smart_construction_core,remaining_p2_form_productization_contract,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/remaining_p3_form_productization_contract.xml,smart_construction_core,remaining_p3_form_productization_contract,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/sc_cap_config_admin_user.xml,smart_construction_core,sc_cap_config_admin_user,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/sc_capability_group_seed.xml,smart_construction_core,sc_capability_group_seed,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/sc_extension_params.xml,smart_construction_core,sc_extension_params,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/sc_scene_seed.xml,smart_construction_core,sc_scene_seed,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/sequence.xml,smart_construction_core,sequence,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/settlement_adjustment_form_productization_contract.xml,smart_construction_core,settlement_adjustment_form_productization_contract,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/settlement_order_form_productization_contract.xml,smart_construction_core,settlement_order_form_productization_contract,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/settlement_order_tier_actions.xml,smart_construction_core,settlement_order_tier_actions,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/subcontract_register_settlement_form_productization_contract.xml,smart_construction_core,subcontract_register_settlement_form_productization_contract,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/subcontract_request_form_productization_contract.xml,smart_construction_core,subcontract_request_form_productization_contract,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/supplier_type_data.xml,smart_construction_core,supplier_type_data,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/tax.xml,smart_construction_core,tax,PRODUCT_REFERENCE_SEED,"production,demo,acceptance,customer",module_manifest_data,required,preserve_user_modified_reference_values,false,false,KEEP_AS_DOCUMENTED_PRODUCT_REFERENCE_BASELINE
addons/smart_construction_core/data/tax_deduction_certificate_form_productization_contract.xml,smart_construction_core,tax_deduction_certificate_form_productization_contract,PRODUCT_REFERENCE_SEED,"production,demo,acceptance,customer",module_manifest_data,required,preserve_user_modified_reference_values,false,false,KEEP_AS_DOCUMENTED_PRODUCT_REFERENCE_BASELINE
addons/smart_construction_core/data/tender_bid_form_productization_contract.xml,smart_construction_core,tender_bid_form_productization_contract,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/view_orchestration_contract_data.xml,smart_construction_core,view_orchestration_contract_data,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/view_orchestration_contract_generated_data.xml,smart_construction_core,view_orchestration_contract_generated_data,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/data/view_orchestration_form_section_contract_data.xml,smart_construction_core,view_orchestration_form_section_contract_data,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_manifest_data,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/hooks.py,smart_construction_core,module_install_hook,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_install_hook,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/migrations/17.0.0.2/post-migration.py,smart_construction_core,module_upgrade_migration,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_upgrade_migration,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/migrations/17.0.0.3/post-migration.py,smart_construction_core,module_upgrade_migration,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_upgrade_migration,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/migrations/17.0.0.36/post-migration.py,smart_construction_core,module_upgrade_migration,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_upgrade_migration,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
addons/smart_construction_core/migrations/17.0.0.37/post-migration.py,smart_construction_core,module_upgrade_migration,PRODUCT_REQUIRED,"production,demo,acceptance,customer",module_upgrade_migration,required,module_owned_records_only,false,false,KEEP_AS_PRODUCT_OR_DELIVERY_CONFIGURATION
